target,gender,match_id,home_team,away_team,sportsbook_line,prediction,actual,edge,bet,bet_hit,profit,roi_pct
q3_total,women,15451663,El Bigu? Neuqu?n,El Talar,39.0,17.9,35,-21.1,UNDER,True,0.91,91.0
q3_total,women,15451662,UD San Jos?,Quimsa de Santiago del Estero,39.0,19.6,25,-19.4,UNDER,True,0.91,91.0
q3_total,women,15451661,Independiente de Neuqu?n,Ferro Carril Oeste,39.0,17.1,23,-21.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15451642,Manchester Basketball,Surrey 89ers,39.0,29.8,50,-9.2,UNDER,False,-1,-100
q3_total,men_or_open,15450026,Lazdij? Briedis-Piet? Megrame,KK Trakai-Trak? SC,39.0,30.9,51,-8.1,UNDER,False,-1,-100
q3_total,men_or_open,15441266,Kouvot Kouvola,Tampereen Pyrint?,39.0,25.4,35,-13.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15441263,Lahti Basketball,Kobrat,39.0,29.3,62,-9.7,UNDER,False,-1,-100
q3_total,men_or_open,15433369,RSU/VEF Riga,BK Salaspils,39.0,28.9,53,-10.1,UNDER,False,-1,-100
q3_total,men_or_open,15432228,Toritas Celaya,Mineras Zacatecas,39.0,26.0,23,-13.0,UNDER,True,0.91,91.0
q3_total,women,15430855,Manchester Basketball,Oaklands Wolves,39.0,17.7,34,-21.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15417801,Beirut,Sagesse SC,39.0,29.9,52,-9.1,UNDER,False,-1,-100
q3_total,women,15416122,Sporting Bkennaya,AL Mtayleb,39.0,17.1,31,-21.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15407739,Montespertoli,Synergy Basket Valdarno,39.0,25.5,37,-13.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15407738,Basket Sestese,Minibasket Valbisenzio,39.0,25.5,28,-13.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15407722,Basket Scandicci,Laurenziana Basket,39.0,25.0,31,-14.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15407704,Basket Asciano,Cerretese Basket,39.0,22.5,26,-16.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15406999,Castelfranco Frogs,Juve Pontedera,39.0,24.9,39,-14.1,UNDER,False,-1,-100
q3_total,men_or_open,15406998,Cus Pisa,Basket Calcinaia,39.0,24.1,33,-14.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15406997,Centro Minibasket Carrara,Vela Basket,39.0,24.6,31,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15406995,Lucca Sky Walkers,Gea Basketball Grosseto,39.0,24.1,36,-14.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15404366,KK Vedi Bjelovar U17,KK Kvarner 2010 U17,39.0,29.1,37,-9.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15403692,BC Dnipro,Niko-Basket Mykolaiv,39.0,40.2,41,1.2,OVER,True,0.91,91.0
q3_total,men_or_open,15403293,SK Slavia Praha,BK Olomoucko Prostejov,39.0,25.8,40,-13.2,UNDER,False,-1,-100
q3_total,men_or_open,15402600,BK Sluneta Usti Nad Labem,Basket Brno,39.0,24.1,41,-14.9,UNDER,False,-1,-100
q3_total,men_or_open,15375404,Sport Alges,Simecq,39.0,41.6,33,2.6,OVER,False,-1,-100
q3_total,men_or_open,15375403,CP Nata??o,CD P?voa,39.0,24.1,23,-14.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15375402,CRCQ Lombos U22,CDE Francisco Franco HPM,39.0,26.0,22,-13.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15375401,CB de Queluz,Os Belenenses,39.0,22.7,27,-16.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15375400,Boa Viagem Angra Acores,ACD Ferragudo Cidade Lagoa,39.0,24.7,21,-14.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15375399,GDRAR REMAX ?vora,Sporting CP U22,39.0,26.0,30,-13.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15375398,SC Braga,CD Jos? R?gio,39.0,25.1,32,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15375397,Maia Basket Clube,Olivais FC,39.0,24.9,32,-14.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15375396,Acad?mico FC,Clip Teams,39.0,25.0,17,-14.0,UNDER,True,0.91,91.0
q3_total,women,15375395,Fjolnir Reykjavik,Thor Akureyri,39.0,16.5,33,-22.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15374916,Falcon,BMS Herlev Wolfpack,39.0,26.0,17,-13.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15374416,BC Wings,Burji Telavi,39.0,29.1,39,-9.9,UNDER,False,-1,-100
q3_total,men_or_open,15374376,U-Banca Transilvania Cluj-Napoca,CSA Steaua Bucure?ti,39.0,28.1,46,-10.9,UNDER,False,-1,-100
q3_total,men_or_open,15374374,CS Dinamo Bucure?ti,Clubul Sportiv V?lcea 1924,39.0,28.9,28,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15371035,Clubul Sportiv V?lcea 1924 2,CSO Voluntari 2,39.0,24.9,58,-14.1,UNDER,False,-1,-100
q3_total,men_or_open,15371033,CSM Petrolul Ploiesti 2,BC CSU Sibiu 2,39.0,29.6,38,-9.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15371032,ACS U-BT Cluj-Napoca 2,CS Rapid Bucure?ti 2,39.0,24.6,41,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,15371031,CS Universitatea Craiova,ACS Total Sport Bucuresti,39.0,28.9,30,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15371030,ACS Cuza Pirates Braila,CS Universitar Ploiesti,39.0,26.0,51,-13.0,UNDER,False,-1,-100
q3_total,men_or_open,15371029,CSU Brasov,ACS Rising Stars Popesti Leordeni,39.0,24.3,37,-14.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15371027,CS Politehnica Ia?i,CS Targu Mures University,39.0,28.9,33,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15371026,CS Agronomia Bucure?ti,CS Universitar Targoviste,39.0,29.3,29,-9.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15371025,Universitatea Cluj-Napoca,CSU Stiinta Bucuresti,39.0,30.2,37,-8.8,UNDER,True,0.91,91.0
q3_total,women,15371024,BC InterKhim Odesa,BK Frank Ivano-Frankivsk,39.0,20.0,42,-19.0,UNDER,False,-1,-100
q3_total,men_or_open,15366266,SL Benfica B U23,AD Galomar,39.0,25.1,33,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15366206,CD P?voa,Ginasio CF,39.0,29.6,25,-9.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15366202,Imortal BC U23,Portimonense SC,39.0,26.1,47,-12.9,UNDER,False,-1,-100
q3_total,men_or_open,15305895,BC Orbi,BC Iverion,39.0,29.6,49,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,15300755,Probasket Kavadartsi,ZKK Vardar,39.0,26.2,41,-12.8,UNDER,False,-1,-100
q3_total,men_or_open,15300754,ZKK Patriot,Basket Kam,39.0,28.1,19,-10.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15300752,Sport Tim,ZKK MZT Bela Voda,39.0,24.5,34,-14.5,UNDER,True,0.91,91.0
q3_total,women,15299654,BC Namur Capitale,CEP Ladies Charleroi,39.0,19.5,34,-19.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15265185,Gimnasia Comodoro Rivadavia,Obras Sanitarias,39.0,24.5,43,-14.5,UNDER,False,-1,-100
q3_total,men_or_open,15265178,Pe?arol Mar del Plata,Argentino de Jun?n,39.0,24.1,35,-14.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15265177,Independiente de Oliva,Uni?n de Santa F?,39.0,29.6,51,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,15188119,Basket Monfalcone,Bmr Basket 2000 Reggio Emilia,39.0,29.6,35,-9.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15188028,KK Samobor,KK Dinamo Zagreb,39.0,36.3,43,-2.7,UNDER,False,-1,-100
q3_total,men_or_open,15180617,Satya Wacana Salatiga,Rans Simba Bogor,39.0,24.6,45,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,15180616,Tangerang Hawks Basketball Club,Pelita Jaya Bakrie Jakarta,39.0,24.7,39,-14.3,UNDER,False,-1,-100
q3_total,men_or_open,15158510,Union Basket Prato,Pallacanestro Agliana 2000,39.0,24.6,36,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15158508,Bottegone 2001 Basket,Basket Sei Rose Rosignano,39.0,27.3,36,-11.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15158507,ABC Castelfiorentino,CUS Firenze Basket,39.0,29.7,24,-9.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15158506,Sancat Firenze Basket,Don Bosco Livorno,39.0,24.8,37,-14.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15158505,Folgore Fucecchio,Prato Dragons,39.0,24.6,36,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15113590,Independiente BBC de Santiago del Estero,Comunicaciones,39.0,28.5,42,-10.5,UNDER,False,-1,-100
q3_total,men_or_open,15113589,Salta Basket,Barrio Parque,39.0,23.6,27,-15.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15113588,Bochas Sport Club de Colonia Caroya,CA Huracan Las Heras,39.0,28.7,46,-10.3,UNDER,False,-1,-100
q3_total,men_or_open,15113586,Col?n de Santa Fe,Club Atl?tico Villa San Mart?n,39.0,25.7,36,-13.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15113585,Alianza Viedma,Lan?s BC,39.0,36.4,43,-2.6,UNDER,False,-1,-100
q3_total,men_or_open,15017352,Adriatica Industriale Basket Corato,Barcellona Basket 4.0,39.0,24.7,25,-14.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15014506,KK Posu?je,HKK Mostar,39.0,29.6,26,-9.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15014505,HKK Rama,HKK Tomislav Tomislavgrad,39.0,25.1,33,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15014504,HKK Grude,HKK Ljubu?ki,39.0,26.5,34,-12.5,UNDER,True,0.91,91.0
q3_total,women,14999611,Alabama Crimson Tide,Oklahoma Sooners,39.0,21.2,44,-17.8,UNDER,False,-1,-100
q3_total,women,14999610,Tennessee Lady Volunteers,Texas Longhorns,39.0,21.9,29,-17.1,UNDER,True,0.91,91.0
q3_total,women,14999609,Kentucky Wildcats,Ole Miss Rebels,39.0,22.6,38,-16.4,UNDER,True,0.91,91.0
q3_total,women,14999608,Georgia Bulldogs,Vanderbilt Commodores,39.0,19.3,37,-19.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14966387,Kk Pljevlja,KK Rudar Pljevlja,39.0,25.8,44,-13.2,UNDER,False,-1,-100
q3_total,men_or_open,14949681,Valdiceppo Basket,Unibasket Amatori Pescara,39.0,28.9,32,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14902149,KK SC Derby,KK Kotor,39.0,24.5,32,-14.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14902147,Kk Vukovi Zeta,KK Podgorica,39.0,26.5,35,-12.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14902146,Kk Primorje Herceg Novi 1945,KK Lov?en Cetinje,39.0,28.1,53,-10.9,UNDER,False,-1,-100
q3_total,men_or_open,14883778,Nuovo Basket Aquilano,Stella Ebk Roma,39.0,29.8,32,-9.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14883777,Promobasket Marigliano,Pallacanestro Antoniana,39.0,28.9,37,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14883776,Scandone Avellino,Pallacanestro Sennori,39.0,24.4,55,-14.6,UNDER,False,-1,-100
q3_total,men_or_open,14883774,Tiber Roma,Esperia Cagliari,39.0,23.4,38,-15.6,UNDER,True,0.91,91.0
q3_total,men_or_open,14831192,Palmer Alma Mediterr?nea Palma,Menorca B?squet,39.0,24.6,39,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,14821234,KB Trep?a,KB Rahoveci 029,39.0,25.5,38,-13.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14796731,College Borgomanero,Olimpia Legnaia Firenze,39.0,30.5,38,-8.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14791982,Cb Zaragoza,Amics Castell?,39.0,24.6,41,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,14758589,Panathinaikos BC,Kolossos Rodou,39.0,40.1,41,1.1,OVER,True,0.91,91.0
q3_total,women,14757380,TCU Horned Frogs,West Virginia Mountaineers,39.0,22.8,35,-16.2,UNDER,True,0.91,91.0
q3_total,women,14757377,UCF Knights,Baylor Bears,39.0,20.1,42,-18.9,UNDER,False,-1,-100
q3_total,women,14756931,Washington Huskies,Oregon Ducks,39.0,20.5,16,-18.5,UNDER,True,0.91,91.0
q3_total,women,14756930,Michigan Wolverines,Michigan State Spartans,39.0,22.2,44,-16.8,UNDER,False,-1,-100
q3_total,women,14756928,Ohio State Buckeyes,Maryland Terrapins,39.0,17.8,40,-21.2,UNDER,False,-1,-100
q3_total,women,14756926,UCLA Bruins,Indiana Hoosiers,39.0,21.3,43,-17.7,UNDER,False,-1,-100
q3_total,women,14735575,KK Lavovi Br?ko,?KK Jedinstvo Tuzla,39.0,17.9,49,-21.1,UNDER,False,-1,-100
q3_total,men_or_open,14731152,KB Bashkimi,KB Peja,39.0,26.0,49,-13.0,UNDER,False,-1,-100
q3_total,men_or_open,14706446,OKK Sloboda Tuzla,KK Student Igokea,39.0,25.1,40,-13.9,UNDER,False,-1,-100
q3_total,men_or_open,14706444,KK Radnicki Gorazde,KK Slavija Istocno Sarajevo,39.0,28.9,51,-10.1,UNDER,False,-1,-100
q3_total,men_or_open,14706442,KK Borac,SL Takovo Leotar,39.0,25.2,29,-13.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14698431,Science City Jena,Bayern M?nchen,39.0,31.6,46,-7.4,UNDER,False,-1,-100
q3_total,men_or_open,14698430,SYNTAINICS Mitteldeutscher BC,Rostock Seawolves,39.0,27.0,48,-12.0,UNDER,False,-1,-100
q3_total,men_or_open,14698429,Bamberg Baskets,ALBA Berlin,39.0,42.1,42,3.1,OVER,True,0.91,91.0
q3_total,men_or_open,14698428,Gladiators Trier,BV Chemnitz 99,39.0,29.6,58,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,14695416,BC Spartak Pleven,Lokomotiv Plovdiv 1926,39.0,27.7,38,-11.3,UNDER,True,0.91,91.0
q3_total,women,14640933,Norrk?ping Dolphins,Visby Ladies,39.0,18.9,39,-20.1,UNDER,False,-1,-100
q3_total,men_or_open,14630293,KK Borac Zemun,KK Dynamic Belgrade,39.0,39.0,40,0.0,OVER,True,0.91,91.0
q3_total,men_or_open,14624102,KK Tami?,KK Vr?ac,39.0,28.9,46,-10.1,UNDER,False,-1,-100
q3_total,men_or_open,14624098,KK ?a?ak 94,KK Sombor Basketball City,39.0,26.1,42,-12.9,UNDER,False,-1,-100
q3_total,men_or_open,14624094,OKK Beograd,KK Mladost Zemun,39.0,36.1,35,-2.9,UNDER,True,0.91,91.0
q3_total,women,14619825,Duke Blue Devils,North Carolina Tar Heels,39.0,20.3,38,-18.7,UNDER,True,0.91,91.0
q3_total,women,14619824,Louisville Cardinals,Florida State Seminoles,39.0,22.5,46,-16.5,UNDER,False,-1,-100
q3_total,women,14612031,Imortal BC,BC Barcelos,39.0,17.2,33,-21.8,UNDER,True,0.91,91.0
q3_total,women,14612025,Sporting Cp,Clube dos Galitos,39.0,19.6,35,-19.4,UNDER,True,0.91,91.0
q3_total,women,14612023,CP Esgueira,Clube Uni?o Sportiva,39.0,20.1,42,-18.9,UNDER,False,-1,-100
q3_total,men_or_open,14605515,Hapoel Tel-Aviv,Maccabi Raanana,39.0,29.6,45,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,14531593,Pyrinto Akatemia B,Hyvinkaan Ponteva,39.0,29.3,36,-9.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14531592,Turun Nmky,Peu-Basket,39.0,25.2,39,-13.8,UNDER,False,-1,-100
q3_total,women,14531397,Torpan Pojat II,Pantterit (F),39.0,17.1,26,-21.9,UNDER,True,0.91,91.0
q3_total,women,14531396,Tapiolan Honka II,Catz Lappeenranta,39.0,17.8,30,-21.2,UNDER,True,0.91,91.0
q3_total,women,14531395,Salon Vilpas,Feeniks Basket,39.0,20.2,35,-18.8,UNDER,True,0.91,91.0
q3_total,women,14531394,Hypo,Huima,39.0,19.9,40,-19.1,UNDER,False,-1,-100
q3_total,women,14531393,Espoo Basket Team II,Team Lem Kem,39.0,17.1,27,-21.9,UNDER,True,0.91,91.0
q3_total,women,14531392,Pyrinto Akatemia,Jyvaskyla Basketball Academy,39.0,18.9,44,-20.1,UNDER,False,-1,-100
q3_total,men_or_open,14531209,Karkkila,Helsingin NMKY,39.0,37.6,53,-1.4,UNDER,False,-1,-100
q3_total,men_or_open,14508787,BK Rapid Wien,Kufstein Towers,39.0,31.6,33,-7.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14508783,Upper Austrian Ballers,Vienna United,39.0,27.2,33,-11.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14500860,Kar??yaka,Galatasaray MCT Technic,39.0,27.0,31,-12.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14500858,T?rk Telekom B.K.,Fenerbah?e Beko,39.0,29.7,44,-9.3,UNDER,False,-1,-100
q3_total,men_or_open,14500857,Anadolu Efes,Trabzonspor,39.0,29.8,38,-9.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14500852,Mersin SC,Petkim Spor,39.0,29.6,42,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,14491540,Unicaja,Real Madrid,39.0,29.6,59,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,14491537,Surne Bilbao Basket,Kosner Baskonia,39.0,25.2,33,-13.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14491536,MoraBanc Andorra,Valencia Basket,39.0,30.7,40,-8.3,UNDER,False,-1,-100
q3_total,men_or_open,14491533,For?a Lleida CE,B?squet Girona,39.0,30.5,42,-8.5,UNDER,False,-1,-100
q3_total,men_or_open,14491529,Bar?a Basket,BAXI Manresa,39.0,24.1,42,-14.9,UNDER,False,-1,-100
q3_total,men_or_open,14456369,Enea Abramczyk Astoria Bydgoszcz,Kotwica Ko?obrzeg,39.0,27.4,30,-11.6,UNDER,True,0.91,91.0
q3_total,women,14453582,Basket Flames,DBB Linz Wels,39.0,20.0,29,-19.0,UNDER,True,0.91,91.0
q3_total,women,14445730,?KK Split,KK FSV Rijeka,39.0,20.6,36,-18.4,UNDER,True,0.91,91.0
q3_total,women,14445728,?KK Medve??ak Zagreb,?KK Ragusa Dubrovnik,39.0,20.6,33,-18.4,UNDER,True,0.91,91.0
q3_total,women,14445727,?KK Brod na Savi,?KK Studio Zagreb,39.0,18.2,44,-20.8,UNDER,False,-1,-100
q3_total,men_or_open,14445578,KK Zadar,KK Cedevita Junior,39.0,25.5,38,-13.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14428844,?iauliai,Utenos Juventus,39.0,29.6,45,-9.4,UNDER,False,-1,-100
q3_total,women,14421174,Honka,Vimpeli Veto,39.0,16.5,37,-22.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14374713,Cultural y Deportiva Leonesa,CBC Valladolid,39.0,30.1,39,-8.9,UNDER,False,-1,-100
q3_total,men_or_open,14374711,CB Clavijo,Lbc Cocinas,39.0,25.1,26,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14374710,Coto Cordoba,Juaristi ISB,39.0,25.4,37,-13.6,UNDER,True,0.91,91.0
q3_total,men_or_open,14374704,Cb Toledo,Caja 87 Baloncesto,39.0,26.0,47,-13.0,UNDER,False,-1,-100
q3_total,men_or_open,14374703,Cb Salou,Cb Getafe,39.0,24.5,47,-14.5,UNDER,False,-1,-100
q3_total,women,14374435,BKG-Prima,Cegl?di EKK,39.0,18.9,42,-20.1,UNDER,False,-1,-100
q3_total,women,14374433,David Kornel Ka,KSC Szeksz?rd,39.0,18.7,42,-20.3,UNDER,False,-1,-100
q3_total,women,14374102,Basket Lattes Montpellier,Charnay Basket Bourgogne Sud,39.0,19.0,36,-20.0,UNDER,True,0.91,91.0
q3_total,women,14374100,Toulouse M?tropole Basket,Angers UFB 49,39.0,20.6,24,-18.4,UNDER,True,0.91,91.0
q3_total,women,14374097,ESB Villeneuve D'ascq,Roche Vendee Basket Club,39.0,18.3,30,-20.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14373883,Melilla Baloncesto,Monbus Obradoiro,39.0,31.0,35,-8.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14373882,CD Estela,Gipuzkoa BC,39.0,27.9,35,-11.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14373881,Oviedo Baloncesto,Palencia Baloncesto,39.0,24.8,40,-14.2,UNDER,False,-1,-100
q3_total,men_or_open,14373879,Urbas Fuenlabrada,HLA Lucentum Alicante,39.0,24.1,46,-14.9,UNDER,False,-1,-100
q3_total,men_or_open,14373878,Grupo Ureta Tizona Burgos,CB Zamora,39.0,29.3,37,-9.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14373877,Palmer Basquet Mallorca Palma,Leyma Basquet Coru?a,39.0,24.6,42,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,14343966,Umana Reyer Venezia,UNAhotels Reggio Emilia,39.0,29.7,36,-9.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14343962,Pallacanestro Cant?,Dolomiti Energia Trento,39.0,36.1,50,-2.9,UNDER,False,-1,-100
q3_total,men_or_open,14343961,Virtus Bologna,APU Udine,39.0,34.8,33,-4.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14343959,Banco di Sardegna Sassari,Bertram Derthona Tortona,39.0,25.5,49,-13.5,UNDER,False,-1,-100
q3_total,men_or_open,14343958,Vanoli Basket Cremona,EA7 Emporio Armani Milano,39.0,26.5,40,-12.5,UNDER,False,-1,-100
q3_total,men_or_open,14341761,Real Sebastiani Rieti,Tezenis Verona,39.0,29.6,32,-9.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14341757,Givova Scafati,Victoria Libertas Pesaro,39.0,24.1,48,-14.9,UNDER,False,-1,-100
q3_total,men_or_open,14341756,Estra Pistoia,Urania Basket Milano,39.0,27.3,32,-11.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14341755,Talos Ruvo di Puglia,Fortitudo Bologna,39.0,29.8,53,-9.2,UNDER,False,-1,-100
q3_total,men_or_open,14341754,Rinascita Basket Rimini,Pallacanestro Forl? 2.015,39.0,24.6,32,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14341751,New Basket Brindisi,Pallacanestro Roseto,39.0,25.8,46,-13.2,UNDER,False,-1,-100
q3_total,men_or_open,14341748,Reale Mutua Torino,Basket Mestre 1958,39.0,25.4,36,-13.6,UNDER,True,0.91,91.0
q3_total,men_or_open,14341366,Basket Academy Jesi,Ferrara Basket 2018,39.0,25.8,44,-13.2,UNDER,False,-1,-100
q3_total,men_or_open,14341364,Pielle Livorno,Virtus GVM Roma 1960,39.0,25.2,32,-13.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14341361,Raggisolaris Faenza,Psa Basket Casoria,39.0,24.7,25,-14.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14341360,Umana San Giobbe Chiusi,Orasi Ravenna,39.0,29.6,31,-9.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14341359,SC Juvecaserta 2021,Power Basket Nocera,39.0,25.8,29,-13.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14341022,Pallacanestro Piacentina,UCC Assigeco Piacenza,39.0,24.1,42,-14.9,UNDER,False,-1,-100
q3_total,men_or_open,14341021,Rucker Sanve San Vendemiano,Moncada Energy Group Agrigento,39.0,29.7,40,-9.3,UNDER,False,-1,-100
q3_total,men_or_open,14341019,Novipi? Monferrato Basket,Knights Legnano,39.0,31.6,31,-7.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14341018,Orzi Basket,Fulgor Fidenza,39.0,25.8,35,-13.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14341017,Pallacanestro Fiorenzuola 1972,Treviglio Brianza Basket,39.0,25.0,45,-14.0,UNDER,False,-1,-100
q3_total,men_or_open,14341016,Orlandina Basket,Herons Basket,39.0,30.1,40,-8.9,UNDER,False,-1,-100
q3_total,women,14336820,Milano Basket Stars,Salerno Basket 92,39.0,16.6,34,-22.4,UNDER,True,0.91,91.0
q3_total,women,14326232,AZS UMCS Lublin,AZS AJP Gorz?w Wielkopolski,39.0,19.6,38,-19.4,UNDER,True,0.91,91.0
q3_total,women,14326229,Inea AZS Pozna?,Contimax Mosir Bochnia,39.0,19.2,20,-19.8,UNDER,True,0.91,91.0
q3_total,women,14326227,?l?za Wroc?aw,SKK Polonia Warszawa,39.0,16.6,41,-22.4,UNDER,False,-1,-100
q3_total,women,14323734,Fila San Martino Di Lupari,Sesto San Giovanni,39.0,18.6,27,-20.4,UNDER,True,0.91,91.0
q3_total,women,14323733,Panthers Roseto,Autosped G BCC Derthona Basket,39.0,17.2,45,-21.8,UNDER,False,-1,-100
q3_total,women,14323732,RMB Brixia Basket,Reyer Venezia,39.0,17.8,33,-21.2,UNDER,True,0.91,91.0
q3_total,women,14323730,Magnolia Basket Campobasso,Asd Broni 2022,39.0,21.2,29,-17.8,UNDER,True,0.91,91.0
q3_total,women,14323728,Techmania Battipaglia,Dinamo Sassari,39.0,18.5,35,-20.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14292122,GiroLive Panthers Osnabr?ck,Alba Berlin,39.0,24.6,30,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14292119,Rutronik Stars Keltern,Eisv?gel USC Freiburg,39.0,25.1,37,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14270253,Nanterre 92,Monaco Basket,39.0,28.1,41,-10.9,UNDER,False,-1,-100
q3_total,men_or_open,14270249,Saint-Quentin,Paris Basketball,39.0,29.1,51,-9.9,UNDER,False,-1,-100
q3_total,men_or_open,14220495,Valencia Basket,Club Jouventut Badalona,39.0,24.1,33,-14.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14220494,Movistar Estudiantes,Baloncesto Legan?s,39.0,25.4,26,-13.6,UNDER,True,0.91,91.0
q3_total,men_or_open,14220492,SPAR Citylift Girona,AE Sedis B?squet,39.0,24.3,40,-14.7,UNDER,False,-1,-100
q3_total,men_or_open,14220490,Casademont Zaragoza Femenino,Gernika Bizkaia,39.0,25.5,37,-13.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14220489,RPK Araski,IDK Gipuzkoa,39.0,24.1,25,-14.9,UNDER,True,0.91,91.0
q3_total,women,14200091,Slovanka MB,KP Brno,39.0,17.2,36,-21.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14194555,Wonju DB Promy,Ulsan Hyundai Mobis Phoebus,39.0,36.3,35,-2.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14194554,Changwon LG Sakers,Goyang Sono Skygunners,39.0,24.7,33,-14.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14128919,TBV Start Lublin,STK Czarni S?upsk,39.0,36.6,45,-2.4,UNDER,False,-1,-100
q3_total,men_or_open,14128914,Dziki Warszawa,GTK Gliwice,39.0,29.3,38,-9.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14128797,G?rnik Wa?brzych,Energa Trefl Sopot,39.0,36.9,38,-2.1,UNDER,True,0.91,91.0
